text,original_label,original_category,super_category,super_label
"

Well, if you're going to get upset with this, you might as well direct
some of this moral outrage towards Glavcosmos as well.  They pioneered
this capitalist application of booster adverts long before NASA.
(Sign of the times: a Sony logo on a Soyuz launcher...)


This sounds like something Lowell Wood would think of.  Does anyone
know if he's involved?


This may be the purpose for the University of Colorado people.  My
guess is that the purpose for the Livermore people is to learn how to
build large, inflatable space structures.


If this is true, I think it's a great idea.

Learning how to build to build structures in space in an essential
step towards space development, and given that Freedom appears to be
shrinking towards the vanishing point, I question whether NASA's space
station is going to provide much, if any, knowledge in this area.
(Especially if a design such as Faget's wingless orbiter is chosen...)
If such a project also monitors ozone depletion and demonstrates
creative use of (partial) private sector funding in the process -- so
much the better.


And does anyone have any more details other than what was in the WN
news blip?  How serious is this project?  Is this just in the ""wild
idea"" stage or does it have real funding?


Not yet.  Though, if this project goes through, I suppose The Return
of Jeremy Rifkin is inevitable...
--
_______________________________________________________________________________",14,sci.space,science,1.0
"
I guess it either had the top down, or the hail ripped through the top, as
you could not do $10k worth of hail damage to a Miata body. ",7,rec.autos,recreation,2.0
"


I read this in an electronic ""magazine"" about NT:

""And for all the hoopla about NT, one would
think the thing would be multi-user but it's not. It supports
only one user at a time. It can support multiple clients but
only one actual user.""


Your mileage may vary!

-- 
   THIS POSTING DOES NOT REPRESENT THE OPINIONS OF MY EMPLOYERS.",2,comp.os.ms-windows.misc,technology,0.0
"




Hi,

If you have developed your own windows application you must have a 
SDK of some sort that contains the HC.EXE or HC31.EXE file to 
compile and generate .HLP files out of .RTF files.
RTF files are generated by a wordprocessor like Word for Dos or W4W.

If this is not the solution be more specific about your application.

Mario",2,comp.os.ms-windows.misc,technology,0.0
"T.S.Reddy writes

While the people here may be claim to be Muslim, the actions reported here,  
if they actually happened, are 180 degrees opposite from what Islam stands  
for, and I, for one, condemn them.
--",17,talk.politics.mideast,politics,3.0
"Has anyone considered how to prosecute a city holding a ""no
questions asked"" buy-back for receiving stolen property?",16,talk.politics.guns,politics,3.0
"16. What is the condition of the propane tank mentioned by the BD
survivors? I.e. is it crushed and does it have tread marks on it?
-- 
Dave Feustel N9MYI <feustel@netcom.com>",16,talk.politics.guns,politics,3.0
"hi,

try DontZap in /usr/lib/X11/Xconfig

cu
	styx
",5,comp.windows.x,technology,0.0
"I have recently graduated and am looking to move into a bigger house,
leaving me with a condo to sell...  It was originally listed at
59,000, but is now listed at $54,900.  The following is a list of
features.

Master Bedroom 	14x11
Bedroom		11x10
Living Room	16x13
Dining Room	10x9
Kitchen		9x11 w/ extra cabinets
1 Full / Modern Bathroom
Full wtw carpeting /new/ excluding bath, Oil hot water heating
/converting to gas this summer/, central air, condo fee $183/mo
INCLUDING heat; hot water; landscaping; pool; tennis courts.  

In addition: washer, dryer /both in condo/, refrigerator, dishwasher,
2 ceiling fans, all window treatments /I don't understand why I can't
call them curtains.../, and a mantle!

Large storage room in private basement, plenty of undesignated
parking.

If you'd like to free me for the bliss of regular homeownership,
please call Kathleen Sullivan at the Rohrer&Sayers Real Estate Agency:
609-546-0004.  She'll arrange for a showing off.

Now for that disclaimer caca:  Subject to errors, changes, ommissions,
withdrawls, and sales without notice.

This posting is not to benefit or at the request of any commercial
agency.  I simply want out.  Flames can be sent to /dev/null",6,misc.forsale,forsale,4.0
"
You're obviously not referring to any of the three above-quoted
individuals, because barnacles don't each send $20 to the crew of the
ship to keep it moving.

""Get the organization to act on it"" is easy to say, but says little
about what one really can and should do.  What the organization
actually will do is largely determined by the president and directors,
as far as I can see.  That's what makes it so important to vote in an
election of officers.

It does strike me that the BMWMOA is a lot less politically active (in
the state and national arenas, not infighting) than other M/C
organizations.  Should we change this?  Or just join the other groups
that already are in politics?

(Incidentally, the political hazards to motorcycle riders in the US at
the moment don't compare to the problems of some other groups like gun
owners.  Just try to take up target pistol shooting in the Northeast
or California, and I bet you'll wish you only had to worry about
wearing a helmet.  (Why does every thread on rec.moto eventually come
around to guns?))",8,rec.motorcycles,recreation,2.0
"
Oh come on, Silly, all you have to do is cut a hole in your hood and 
put a tube there so you can get to the oil fill hole.  What do you
think all those big air intake things are for on those hot-rod cars?
They're just for looks only...little does anyone know, they provide
access to the oil-fill hole.",7,rec.autos,recreation,2.0
"GB> From: geb@cs.pitt.edu (Gordon Banks)
GB> The HMO would stop the over-ordering, but in HMOs, tests are
GB> under-ordered.

That's a somewhat overbroad statement.  I'm sure there are HMOs in
which the fees for lab tests are subtracted from the doctor's
income.  In most, however, including the one I work for, there is no
direct incentive to under-order.  Profits of the group are shared
among all partners, but the group is so large that an individual's
generated costs have a miniscule effect.  I don't believe that we
under-order.  Then again, I'm not really sure what the right amount
of ordering is or should be.  Relative to the average British
neurologist, I suspect that I rather drastically over-order.",13,sci.med,science,1.0
"NHL PLAYOFF RESULTS FOR 4/22/93.

--------------------------------------------------------------------------------

                  CONFERENCE SEMI-FINALS        BEST OF SEVEN
      PATRICK              ADAMS              NORRIS              SMYTHE
 
 NJ                  BUF   (leads 3-0)   STL   (leads 2-0)   WIN               
 PIT   (leads 3-0)   BOS                 CHI                 VAN   (leads 2-0)

 NYI   (leads 2-1)   MON                 TOR                 LA    (tied  1-1) 
 WAS                 QUE   (leads 2-1)   DET   (leads 2-0)   CAL              

--------------------------------------------------------------------------------

Quebec Nordiques    (leads series 2-1)    1   0   0   0   -   1
Montreal Canadiens                        0   1   0   1   -   2

1st period: QUE, Sundin 1 - (Gusarov) 1:17
	 
2nd period: MON, Muller 1 - (Damphousse, Bellows) (pp) 1:30

3rd period: NONE

1 Overtime: MON, Damphousse 1 - (Bellows, Desjardins) (pp) 10:30

Powerplay Opportunities-Nordiques 0 of 4
			Canadiens 2 of 6

Shots on Goal-	Nordiques  12   4  14   5  -  35
		Canadiens  11  14  13  12  -  50

Quebec Nordiques--Hextall (2-1) (50 shots - 48 saves)
Montreal Canadiens--Roy (1-2) (35 shots - 34 saves)

ATT-17,679

--------------------------------------------------------------------------------

Pittsburgh Penguins  (leads series 3-0)   1   0   3   -   4
New Jersey Devils                         1   1   1   -   3

1st period: NJD, Guerin 1 - 1:03
	    PIT, McEachern 3 - (Straka) 9:36
	   
2nd period: NJD, Holik 1 - (S.Stevens) 16:32

3rd period: PIT, M.Lemieux 4 - (Murphy, Ramsey) 1:07
	    PIT, Taglianetti 1 - (Loney, Tippett) 7:05
	    PIT, Murphy 1 - (Francis, Tocchet) (pp) 9:31
	    NJD, Semak 1 - (Zelepukin) 9:44

Powerplay Opportunities-Penguins 1 of 4
			Devils   0 of 5

Shots on Goal-	Penguins   7  16  12  -  35
		Devils    16  11   5  -  32

Pittsburgh Penguins--Barrasso (3-0) (32 shots - 29 saves)
New Jersey Devils--Billington (0-1) (35 shots - 31 saves)

ATT-14,974

--------------------------------------------------------------------------------

Boston Bruins                        1   0   2   0   -   3
Buffalo Sabres  (leads series 3-0)   2   0   1   1   -   4

1st period: BUF, Mogilny 4 - (LaFontaine, Hawerchuk) (pp) 1:33
	    BUF, Khmylev 1 - (Smehlik, Hannan) 4:42
	    BOS, Bourque 1 - (Oates, Donato) (pp) 17;33

2nd period: NONE

3rd period: BOS, Smolinski 1 - (Oates) 13:28
	    BUF, B.Sweeney 2 - (Khmylev, Carney) 14:56
	    BOS, Neely 3 - (Oates, Shaw) 15:57

1 Overtime: BUF, Khmylev 2 - (Hawerchuk, LaFontaine) (pp) 1:05

Powerplay Opportunities-Bruins 1 of 5
			Sabres 2 of 7

Shots on Goal-	Bruins  11   8  15   0  -  34
		Sabres  12  11   8   3  -  34

Boston Bruins--Blue (0-1) (34 shots - 30 saves)
Buffalo Sabres--Fuhr (3-0) (34 shots - 31 saves)

ATT-16,325

--------------------------------------------------------------------------------

Washington Capitals                       1   1   1   0   -   3
New York Islanders   (leads series 2-1)   1   0   2   1   -   4

1st period: NYI, Thomas 1 - 16:37
	    WAS, Burridge 1 - (May, Cavallini) 18:58

2nd period: WAS, Carpenter 1 - (Ridley, Bondra) 6:18

3rd period: WAS, Elynuik 1 - (Carpenter, Ridley) 6:15
	    NYI, Thomas 2 - (Turgeon, King) 11:11
	    NYI, Turgeon 3 - (Thomas, Hogue) 19:17

1 Overtime: NYI, Ferraro 3 - (Hogue, Flatley) 4:46

Powerplay Opportunities-Capitals  0 of 2
			Islanders 0 of 4

Shots on Goal-	Capitals   10   8   6   1  -  25
		Islanders  10   6   8   6  -  30

Washington Capitals--Tabaracci (1-2) (25 shots - 21 saves)
New York Islanders--Healy (2-1) (30 shots - 27 saves)

ATT-14,180

--------------------------------------------------------------------------------
",10,rec.sport.hockey,recreation,2.0
"Supra Fax Modem v.32bis external stand alone forsale
External with digital status display
fax speed up to 14.4 send/receive
compat with class 1,2, group 3
data rate @ 14.4/12/96/72/48/24/12/3
v.42bis, v.32bis  mnp2-5 hayes compatible ""AT"" command
with external cable to your serial port.  works with
PC, Mac, Amiga.",6,misc.forsale,forsale,4.0
"

For the last time, Bobby. Lack of belief in YOUR god does NOT imply
atheism. Just because some moslems aren't moral does not mean they don't
believe in a god named Allah, although their Allah may not do the things
your Allah does. If a moslem says he/she believes that a god exists, he/she
is a theist (though maybe not a TRUE follower of islam).



Jerk.
",0,alt.atheism,politics,3.0
"
Why so up tight?  FOr that matter, TIFF6 is out now, so why not gripe
about its problems?  Also, if its so important to you, volunteer to
help define or critique the spec.

Finally, a little numerology:  42 is 24 backwards, and TIFF is a 24 bit
image format...

Chris",1,comp.graphics,technology,0.0
